,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,log10_pvalue
TNRC18,0.8772,0.12280000000000002,1.9661779307973783,4.47594e-05,7.4074575e-05,0.0,0.25,-0.9436334,-0.96944666,1.0857364,-4.80573,3.33883,0.028793775,0.2,0.028793774319066146,0.1794871794871795,0.46121204,0.7352342,False,NK cell vs cDC,NK cell,cDC,0.9108016331948511
HNF1A-AS1,0.877,0.123,1.9643225671014646,3.8871585e-06,2.3781513e-06,0.0,0.25,0.3828651,0.38698387,1.611211,-6.156679,9.222784,0.0023346303,0.010256411,0.0023346303501945525,0.010256410256410256,0.039044227,0.032498904,False,NK cell vs cDC,NK cell,cDC,0.9100948885606021
ECI1,0.8764,0.12360000000000004,1.95877199320189,5.3923195e-05,9.516652e-05,0.0,0.25,-0.8841476,-0.9154992,0.76432836,-3.7540112,2.974677,0.038910504,0.2871795,0.038910505836575876,0.2512820512820513,0.5112666,1.183836,False,NK cell vs cDC,NK cell,cDC,0.9079815292472028
SCML2,0.8762,0.12380000000000002,1.9569269457667806,2.368947e-06,2.3076334e-06,0.0,0.25,0.0005942688,0.020668983,1.8016936,-8.049038,5.7162876,0.0007782101,0.010256411,0.0007782101167315176,0.010256410256410256,0.013035345,0.028214488,False,NK cell vs cDC,NK cell,cDC,0.9072793553159008
LINC02449,0.8754,0.12460000000000004,1.9495722495699725,1.4283933e-06,1.5742672e-06,0.0,0.25,-0.49901664,-0.54282475,1.3992668,-5.31242,4.8854294,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.017686592,0.020974254,False,NK cell vs cDC,NK cell,cDC,0.904481957676849
STON1,0.8752,0.12480000000000002,1.947739907030147,4.1384724e-06,3.7749649e-06,0.0,0.25,-0.107052,-0.19779778,1.543197,-6.1340084,6.7602987,0.0031128405,0.010256411,0.0031128404669260703,0.010256410256410256,0.044607442,0.034043074,False,NK cell vs cDC,NK cell,cDC,0.9037854146535947
ARPC3,0.8748,0.12519999999999998,1.9440827616955976,0.002752882,0.004292776,0.0,0.25,-0.65777326,-0.6591227,0.40876096,-2.182765,1.0247393,1.9050584,11.625641,0.8093385214007782,0.9743589743589743,26.408154,42.49661,False,NK cell vs cDC,NK cell,cDC,0.9023956711255892
AC097382.3,0.8748,0.12519999999999998,1.9440827616955976,3.3337972e-05,1.6941189e-05,0.0,0.25,0.9485472,0.945683,1.0515946,-3.329217,5.593917,0.025680933,0.046153847,0.024902723735408562,0.046153846153846156,0.35713658,0.15387033,False,NK cell vs cDC,NK cell,cDC,0.9023956711255892
MAP10,0.8742,0.12580000000000002,1.9386157701106512,1.2885085e-05,1.7817652e-05,0.0,0.25,-0.5933504,-0.62201023,1.4316578,-6.037773,4.7665787,0.009338521,0.06666667,0.00933852140077821,0.06153846153846154,0.12854274,0.18603082,False,NK cell vs cDC,NK cell,cDC,0.9003193588907498
AC011509.3,0.8742,0.12580000000000002,1.9386157701106512,2.2350569e-06,1.2375201e-06,0.0,0.25,0.7806627,0.77434254,1.2998034,-4.990135,6.2612534,0.0023346303,0.0,0.0023346303501945525,0.0,0.022729037,0.0,False,NK cell vs cDC,NK cell,cDC,0.9003193588907498
EEPD1,0.8742,0.12580000000000002,1.9386157701106512,2.7752587e-05,1.4787085e-05,0.0,0.25,0.6246614,0.5774126,1.5560747,-4.064481,6.9925575,0.019455252,0.041025642,0.019455252918287938,0.041025641025641026,0.25604498,0.16068666,False,NK cell vs cDC,NK cell,cDC,0.9003193588907498
PIK3CD-AS1,0.8738,0.12619999999999998,1.93498349861519,2.64963e-06,3.373659e-06,0.0,0.25,-0.6171587,-0.5650301,1.4592867,-6.0086346,4.6707497,0.0007782101,0.015384615,0.0007782101167315176,0.015384615384615385,0.0050207106,0.058091488,False,NK cell vs cDC,NK cell,cDC,0.8989406450918845
INTS1,0.8736,0.12639999999999996,1.9331710556108495,6.955904e-05,4.142948e-05,0.0,0.25,0.8506188,0.89087486,0.99484277,-3.646059,4.653742,0.045136187,0.07692308,0.04124513618677043,0.07179487179487179,0.63630706,0.7480896,False,NK cell vs cDC,NK cell,cDC,0.8982529260536339
RRP8,0.8736,0.12639999999999996,1.9331710556108495,0.000109945926,5.603421e-05,0.0,0.25,0.91711503,0.90532017,0.7668872,-2.1557636,3.6990442,0.07315175,0.17435898,0.07003891050583658,0.1641025641025641,1.098782,0.5880254,False,NK cell vs cDC,NK cell,cDC,0.8982529260536339
PIGU,0.873,0.127,1.9277484020956102,5.959742e-05,3.0636995e-05,0.0,0.25,0.95928025,0.9415755,0.85987484,-2.8960934,4.0078154,0.038132295,0.082051285,0.03813229571984436,0.08205128205128205,0.51851594,0.6460646,False,NK cell vs cDC,NK cell,cDC,0.8961962790440431
AL139289.2,0.8726,0.12739999999999996,1.9241454505185187,5.4130637e-06,2.8149789e-06,0.0,0.25,0.87556005,0.8777418,1.1986346,-3.6462212,4.597637,0.0031128405,0.010256411,0.0031128404669260703,0.010256410256410256,0.037618358,0.036858726,False,NK cell vs cDC,NK cell,cDC,0.8948305720006685
DNAJC16,0.8726,0.12739999999999996,1.9241454505185187,4.139883e-05,2.3710407e-05,0.0,0.25,0.7231576,0.7354765,1.3077352,-4.507531,5.5375404,0.021789884,0.07692308,0.02178988326848249,0.07179487179487179,0.33099854,0.28030747,False,NK cell vs cDC,NK cell,cDC,0.8948305720006685
RABEPK,0.8726,0.12739999999999996,1.9241454505185187,6.876618e-05,3.476046e-05,0.0,0.25,0.9685543,0.97616816,0.8500756,-2.2559023,3.893343,0.055252917,0.12307692,0.05525291828793774,0.10256410256410256,0.8190216,0.45812562,False,NK cell vs cDC,NK cell,cDC,0.8948305720006685
CYP2R1,0.8726,0.12739999999999996,1.9241454505185187,4.7776088e-05,2.7769634e-05,0.0,0.25,0.8466512,0.8964572,1.0175954,-4.0033855,4.4146214,0.028793775,0.06666667,0.027237354085603113,0.06666666666666667,0.40203515,0.4252344,False,NK cell vs cDC,NK cell,cDC,0.8948305720006685
SLC2A8,0.8724,0.12760000000000005,1.9223475965095131,2.7244374e-05,2.9134906e-05,0.0,0.25,-0.49727902,-0.4412346,1.57328,-6.488597,5.6497498,0.018677043,0.11282051,0.01867704280155642,0.11282051282051282,0.28651813,0.5507894,False,NK cell vs cDC,NK cell,cDC,0.8941493256148563
AC092053.2,0.8724,0.12760000000000005,1.9223475965095131,7.113526e-06,5.193106e-06,0.0,0.25,0.28263584,0.2275753,1.765369,-6.7637215,7.109686,0.005447471,0.020512821,0.005447470817120622,0.020512820512820513,0.07143095,0.064437605,False,NK cell vs cDC,NK cell,cDC,0.8941493256148563
UQCC1,0.8724,0.12760000000000005,1.9223475965095131,6.404849e-05,3.3610064e-05,0.0,0.25,0.873346,0.88155556,1.0171843,-3.4955444,5.0020733,0.038132295,0.07692308,0.036575875486381325,0.07692307692307693,0.5185046,0.6404546,False,NK cell vs cDC,NK cell,cDC,0.8941493256148563
AC008124.1,0.872,0.128,1.9187590933322554,0.00016077557,9.440791e-05,0.0,0.25,0.7752734,0.7875519,0.67423123,-2.762742,3.466897,0.095719844,0.22564103,0.09027237354085603,0.20512820512820512,1.3772707,0.7692724,False,NK cell vs cDC,NK cell,cDC,0.8927900303521317
SLC20A2,0.8718,0.12819999999999998,1.9169684287851265,5.5090622e-05,3.1387342e-05,0.0,0.25,0.85858154,0.8731046,0.78585577,-2.6066713,3.9300327,0.028015565,0.0974359,0.027237354085603113,0.08717948717948718,0.41037017,0.36224324,False,NK cell vs cDC,NK cell,cDC,0.8921119748172015
TMEM94,0.8718,0.12819999999999998,1.9169684287851265,4.4029195e-05,2.4032754e-05,0.0,0.25,0.8886509,0.90654945,0.8812908,-2.5769558,3.763732,0.024124514,0.056410257,0.023346303501945526,0.05641025641025641,0.46426317,0.18121937,False,NK cell vs cDC,NK cell,cDC,0.8921119748172015
GSR,0.8712,0.12880000000000003,1.9116106917871691,5.033278e-05,3.2741314e-05,0.0,0.25,0.70385194,0.801116,1.0019379,-3.962389,4.697177,0.030350195,0.082051285,0.030350194552529183,0.08205128205128205,0.43351442,0.48646957,False,NK cell vs cDC,NK cell,cDC,0.8900841369762066
TSEN15,0.871,0.129,1.9098295064525102,0.00020788958,0.00010774752,0.0,0.25,0.9021513,0.88878965,0.74568284,-2.1138897,3.4546547,0.13618676,0.31282052,0.1198443579766537,0.27692307692307694,1.8473885,1.0929838,False,NK cell vs cDC,NK cell,cDC,0.889410289700751
AC048382.5,0.8708,0.12919999999999998,1.9080506720962065,3.739343e-06,5.3130207e-06,0.0,0.25,-0.68672323,-0.6992569,1.340612,-5.5389233,4.061035,0.0031128405,0.015384615,0.0031128404669260703,0.015384615384615385,0.052126814,0.0599955,False,NK cell vs cDC,NK cell,cDC,0.8887374863409347
AC026202.3,0.8706,0.12939999999999996,1.906274181257979,1.916171e-06,1.1323102e-06,0.0,0.25,0.72454447,0.7587862,1.1730906,-3.998272,5.901123,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.014823049,0.015740346,False,NK cell vs cDC,NK cell,cDC,0.8880657236673185
JUNB,0.8704,0.12960000000000005,1.9045000265119831,0.010831977,0.006465721,0.0,0.25,0.4075284,0.4400549,1.4106085,-4.1415315,4.4585114,8.199222,18.615385,0.9214007782101167,0.9897435897435898,114.8683,69.652435,False,NK cell vs cDC,NK cell,cDC,0.8873949984654254
RPP38-DT,0.8702,0.12980000000000003,1.9027282004666013,4.7465346e-06,4.911734e-06,0.0,0.25,-0.33972317,-0.37110233,1.4031135,-5.256323,5.4086323,0.0031128405,0.0051282053,0.0031128404669260703,0.005128205128205128,0.037825186,0.017407348,False,NK cell vs cDC,NK cell,cDC,0.8867253075356495
ZNF174,0.8696,0.13039999999999996,1.8974266211268738,3.120871e-05,1.5767007e-05,0.0,0.25,0.8083652,0.8216009,1.1038935,-3.1408224,4.494356,0.021789884,0.041025642,0.02178988326848249,0.041025641025641026,0.33307403,0.12781821,False,NK cell vs cDC,NK cell,cDC,0.8847224086040988
PDE1B,0.8696,0.13039999999999996,1.8974266211268738,1.00953985e-05,6.481404e-06,0.0,0.25,0.7319946,0.7871113,1.1141701,-3.5285044,4.318077,0.006225681,0.015384615,0.0062256809338521405,0.015384615384615385,0.07717804,0.065599576,False,NK cell vs cDC,NK cell,cDC,0.8847224086040988
FIGNL2,0.8696,0.13039999999999996,1.8974266211268738,1.9413899e-06,1.2753037e-06,0.0,0.25,0.36920154,0.43372917,1.3628595,-4.411871,5.2143116,0.0007782101,0.0,0.0007782101167315176,0.0,0.014047113,0.0,False,NK cell vs cDC,NK cell,cDC,0.8847224086040988
ZNF518B,0.8694,0.13060000000000005,1.8956640366448703,3.274853e-05,1.908257e-05,0.0,0.25,0.829158,0.8618159,0.93965864,-3.210371,3.944044,0.024902724,0.041025642,0.022568093385214007,0.035897435897435895,0.35202804,0.13382365,False,NK cell vs cDC,NK cell,cDC,0.8840568230609447
RBMS2,0.8684,0.13160000000000005,1.8868853546405113,9.240309e-06,1.2765134e-05,0.0,0.25,-0.31007713,-0.29319763,1.5317335,-6.0613174,4.204256,0.0046692607,0.025641026,0.004669260700389105,0.02564102564102564,0.062062137,0.10019134,False,NK cell vs cDC,NK cell,cDC,0.8807441107220632
AC095055.1,0.8682,0.13180000000000003,1.8851364164426383,5.833803e-06,8.9560945e-06,0.0,0.25,-0.6769829,-0.70852757,1.2192385,-5.5282,5.255725,0.0031128405,0.020512821,0.0031128404669260703,0.020512820512820513,0.049988866,0.07121983,False,NK cell vs cDC,NK cell,cDC,0.8800845897420089
CELF2-DT,0.868,0.132,1.8833897278371436,4.0008276e-06,2.2189931e-06,0.0,0.25,0.6253164,0.6418543,1.3561294,-5.222311,5.008789,0.0023346303,0.0,0.0023346303501945525,0.0,0.024735201,0.0,False,NK cell vs cDC,NK cell,cDC,0.8794260687941501
ATG9A,0.868,0.132,1.8833897278371436,5.6597608e-05,2.948412e-05,0.0,0.25,0.8990116,0.8900299,1.0059153,-2.7075691,4.7219906,0.035797667,0.06666667,0.03501945525291829,0.06666666666666667,0.5019441,0.23407164,False,NK cell vs cDC,NK cell,cDC,0.8794260687941501
AC104653.1,0.868,0.132,1.8833897278371436,2.2085245e-05,1.0686039e-05,0.0,0.25,0.82097054,0.792017,1.2255354,-3.7648573,4.8114605,0.012451362,0.025641026,0.011673151750972763,0.02564102564102564,0.16535611,0.08369131,False,NK cell vs cDC,NK cell,cDC,0.8794260687941501
RAB22A,0.8678,0.13219999999999998,1.8816452818270948,0.00020213175,0.00011109605,0.0,0.25,0.83402294,0.8256526,0.65680313,-1.7454014,3.3508883,0.12918288,0.33846155,0.12140077821011673,0.26666666666666666,1.8872845,1.210373,False,NK cell vs cDC,NK cell,cDC,0.8787685448503786
DLST,0.8676,0.13239999999999996,1.8799030714471627,0.00015804973,8.367874e-05,0.0,0.25,0.8965841,0.9086089,0.8141718,-2.4251251,3.9579344,0.10428016,0.21025641,0.09961089494163425,0.18461538461538463,1.4605763,0.8275343,False,NK cell vs cDC,NK cell,cDC,0.878112014896319
COMTD1,0.8676,0.13239999999999996,1.8799030714471627,0.00012663966,6.370691e-05,0.0,0.25,0.91047704,0.91594076,0.8354694,-2.6004963,3.9536333,0.09182879,0.1948718,0.0840466926070039,0.15384615384615385,1.2245272,0.63385427,False,NK cell vs cDC,NK cell,cDC,0.878112014896319
NDOR1,0.8674,0.13260000000000005,1.8781630897634312,1.8787434e-05,1.0509834e-05,0.0,0.25,0.37102658,0.30701733,1.5673202,-4.7768345,5.2544374,0.010894942,0.020512821,0.010894941634241245,0.020512820512820513,0.16749804,0.09410752,False,NK cell vs cDC,NK cell,cDC,0.8774564759312455
CEP112,0.8672,0.13280000000000003,1.8764253298732116,2.6711027e-06,1.9271183e-06,0.0,0.25,0.34337497,0.3723936,1.4686975,-5.541588,5.473221,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.008618052,0.013923989,False,NK cell vs cDC,NK cell,cDC,0.8768019249680012
LYG1,0.8672,0.13280000000000003,1.8764253298732116,2.5425875e-06,2.8656304e-06,0.0,0.25,-0.49468446,-0.53139305,1.3089349,-5.336996,3.7795486,0.0015564202,0.010256411,0.0015564202334630351,0.010256410256410256,0.030261438,0.029680312,False,NK cell vs cDC,NK cell,cDC,0.8768019249680012
AC083949.1,0.8668,0.13319999999999999,1.8729564480175296,8.077578e-07,1.0921093e-06,0.0,0.25,-0.65678436,-0.6260109,1.3793089,-6.258915,3.9418755,0.0007782101,0.0,0.0007782101167315176,0.0,0.010417806,0.0,False,NK cell vs cDC,NK cell,cDC,0.8754957751657177
PARVB,0.8668,0.13319999999999999,1.8729564480175296,0.00010345179,0.00019296067,0.0,0.25,-0.9250289,-0.9049344,0.8290568,-4.304508,2.718008,0.06381323,0.47692308,0.060700389105058365,0.38461538461538464,0.8427378,1.8110512,False,NK cell vs cDC,NK cell,cDC,0.8754957751657177
GGH,0.8668,0.13319999999999999,1.8729564480175296,1.8535866e-05,1.5594245e-05,0.0,0.25,0.15433455,0.18898487,1.4387273,-5.0621614,5.9387674,0.014007783,0.03076923,0.010894941634241245,0.03076923076923077,0.16423331,0.11277777,False,NK cell vs cDC,NK cell,cDC,0.8754957751657177
AVPI1,0.8662,0.13380000000000003,1.8677696178926633,1.4929528e-05,2.1649157e-05,0.0,0.25,-0.73581976,-0.7612481,1.1858402,-4.793936,3.8036652,0.010116732,0.056410257,0.010116731517509728,0.05128205128205128,0.13132085,0.16584533,False,NK cell vs cDC,NK cell,cDC,0.8735438865681956
DUSP5,0.866,0.134,1.866045045532005,6.470449e-05,4.707566e-05,0.0,0.25,0.34118283,0.4020548,1.467281,-5.7402496,4.5813913,0.047470815,0.14871795,0.04357976653696498,0.1282051282051282,0.59719527,0.717868,False,NK cell vs cDC,NK cell,cDC,0.8728952016351923
RRM2B,0.866,0.134,1.866045045532005,2.4840969e-05,3.9162456e-05,0.0,0.25,-0.7853159,-0.7262559,1.3472056,-6.2141256,3.664938,0.013229572,0.0974359,0.013229571984435798,0.08717948717948718,0.18078916,0.40965304,False,NK cell vs cDC,NK cell,cDC,0.8728952016351923
ULK4,0.866,0.134,1.866045045532005,5.156598e-05,3.1459942e-05,0.0,0.25,0.72319174,0.80223894,0.78396195,-3.7419004,3.919571,0.031128405,0.07692308,0.030350194552529183,0.07179487179487179,0.47189912,0.268174,False,NK cell vs cDC,NK cell,cDC,0.8728952016351923
LINC01678,0.8658,0.13419999999999999,1.8643226475046648,2.7834085e-05,5.3254997e-05,0.0,0.25,-0.91293204,-0.88176537,1.1008227,-5.9970713,3.2054796,0.014007783,0.10769231,0.013229571984435798,0.10256410256410256,0.20640561,0.4705193,False,NK cell vs cDC,NK cell,cDC,0.8722474841670268
KIAA0513,0.8656,0.13439999999999996,1.8626024171510893,1.7843398e-05,2.2625654e-05,0.0,0.25,-0.4876792,-0.48003054,1.4193118,-5.2221336,4.1693077,0.010894942,0.056410257,0.010894941634241245,0.05641025641025641,0.1356103,0.23219706,False,NK cell vs cDC,NK cell,cDC,0.8716007312821937
RPP38,0.8654,0.13460000000000005,1.8608843478413046,0.00012730513,6.9000744e-05,0.0,0.25,0.80507815,0.81111765,0.6554945,-1.6110382,2.939396,0.08638132,0.1897436,0.08093385214007782,0.17435897435897435,1.1864985,0.6612142,False,NK cell vs cDC,NK cell,cDC,0.8709549401120418
AC114763.1,0.8652,0.13480000000000003,1.8591684329747447,1.172474e-06,1.3717029e-06,0.0,0.25,-0.47045875,-0.38668823,1.4701371,-7.4549675,4.748415,0.0015564202,0.0051282053,0.0015564202334630351,0.005128205128205128,0.023791477,0.01909235,False,NK cell vs cDC,NK cell,cDC,0.8703101078006988
COL18A1,0.8648,0.1352,1.8557430403150077,1.4390997e-05,1.2071181e-05,0.0,0.25,0.16291688,0.04491806,1.5938962,-5.8026476,6.7652683,0.007782101,0.035897437,0.007782101167315175,0.03076923076923077,0.10371867,0.1427165,False,NK cell vs cDC,NK cell,cDC,0.8690233083943829
ZNF707,0.8644,0.13560000000000005,1.8523261869488437,2.7074831e-05,1.3556812e-05,0.0,0.25,0.88468534,0.88069296,0.92889565,-2.7193813,4.299762,0.017120622,0.041025642,0.017120622568093387,0.041025641025641026,0.25641897,0.22004294,False,NK cell vs cDC,NK cell,cDC,0.8677403104689553
AC007325.4,0.8642,0.13580000000000003,1.8506209463069325,1.802183e-05,1.1831965e-05,0.0,0.25,0.6940545,0.7395673,1.20457,-4.5874853,5.0634127,0.010894942,0.020512821,0.010894941634241245,0.020512820512820513,0.16003437,0.08145377,False,NK cell vs cDC,NK cell,cDC,0.8671002300555171
EIF4G3,0.8642,0.13580000000000003,1.8506209463069325,8.924958e-05,8.723683e-05,0.0,0.25,-0.34178188,-0.40740156,1.2133827,-4.2939787,3.922227,0.050583657,0.23076923,0.047470817120622566,0.17435897435897435,0.84221333,0.78289336,False,NK cell vs cDC,NK cell,cDC,0.8671002300555171
NHSL2,0.8638,0.1362,1.8472168049665063,2.9542422e-05,4.030214e-05,0.0,0.25,-0.6468616,-0.63283587,1.3264064,-5.0910997,3.7795448,0.014785992,0.102564104,0.014785992217898832,0.09230769230769231,0.19595851,0.3316108,False,NK cell vs cDC,NK cell,cDC,0.8658228924232337
ZCCHC3,0.8638,0.1362,1.8472168049665063,4.6910092e-05,2.296467e-05,0.0,0.25,0.88530165,0.88400364,0.96558154,-3.135006,3.9264202,0.035019454,0.092307694,0.03346303501945525,0.08717948717948718,0.42450008,0.39079347,False,NK cell vs cDC,NK cell,cDC,0.8658228924232337
AC093525.6,0.8638,0.1362,1.8472168049665063,4.61581e-06,4.6040304e-06,0.0,0.25,-0.1182986,-0.10749245,1.386112,-6.101844,4.3456516,0.0031128405,0.015384615,0.0031128404669260703,0.015384615384615385,0.04309398,0.046038106,False,NK cell vs cDC,NK cell,cDC,0.8658228924232337
ARPC1B,0.8636,0.13639999999999997,1.8455178914969455,0.0028263857,0.0044691027,0.0,0.25,-0.6865962,-0.69460964,0.5070389,-2.555696,1.4722996,1.8272374,13.066667,0.77431906614786,0.9692307692307692,25.149546,46.70869,False,NK cell vs cDC,NK cell,cDC,0.86518562967954
CTNNBIP1,0.8632,0.13680000000000003,1.8421263472408627,0.00017254533,0.00023089042,0.0,0.25,-0.6735823,-0.73738766,1.0634947,-3.814886,3.5917034,0.118287936,0.6615385,0.1066147859922179,0.4564102564102564,1.7347407,2.284578,False,NK cell vs cDC,NK cell,cDC,0.8639139026159025
HDGFL2,0.8632,0.13680000000000003,1.8421263472408627,0.00010783516,5.8395726e-05,0.0,0.25,0.82626736,0.81601334,0.85640514,-2.7951136,4.444909,0.06536965,0.1948718,0.06303501945525292,0.17435897435897435,0.90049464,0.68689996,False,NK cell vs cDC,NK cell,cDC,0.8639139026159025
GALE,0.8632,0.13680000000000003,1.8421263472408627,5.12298e-05,2.6581105e-05,0.0,0.25,0.7759758,0.80268526,1.066377,-3.9752903,5.141139,0.035019454,0.0974359,0.03268482490272374,0.09743589743589744,0.4305472,0.41366574,False,NK cell vs cDC,NK cell,cDC,0.8639139026159025
STX4,0.863,0.137,1.8404337038500904,0.0002452793,0.00013318448,0.0,0.25,0.84797305,0.86217165,0.67633086,-2.1044579,3.4510555,0.16186771,0.35897437,0.14863813229571984,0.31794871794871793,2.325686,1.316279,False,NK cell vs cDC,NK cell,cDC,0.8632794328435932
SMARCAD1,0.863,0.137,1.8404337038500904,8.001921e-05,4.7873003e-05,0.0,0.25,0.7768946,0.80095434,0.7394607,-2.6288986,4.69034,0.051361866,0.11794872,0.05058365758754864,0.11282051282051282,0.7732951,0.48704562,False,NK cell vs cDC,NK cell,cDC,0.8632794328435932
FBXO27,0.863,0.137,1.8404337038500904,5.589912e-06,4.3313817e-06,0.0,0.25,0.34888577,0.375185,1.448911,-5.257412,6.967409,0.0038910506,0.015384615,0.0038910505836575876,0.015384615384615385,0.053626854,0.033182677,False,NK cell vs cDC,NK cell,cDC,0.8632794328435932
GCLC,0.8628,0.1372,1.8387431379270935,7.4022224e-05,0.00012000456,0.0,0.25,-0.8213041,-0.8183656,1.1064183,-4.602566,3.3484297,0.047470815,0.2820513,0.04669260700389105,0.2205128205128205,0.7277024,0.9213326,False,NK cell vs cDC,NK cell,cDC,0.8626458886292672
CD40,0.8628,0.1372,1.8387431379270935,3.484927e-05,5.501604e-05,0.0,0.25,-0.665011,-0.59264755,1.4749222,-7.8250732,5.1514206,0.022568094,0.12820514,0.02178988326848249,0.10256410256410256,0.29921067,0.4205985,False,NK cell vs cDC,NK cell,cDC,0.8626458886292672
AC104211.1,0.8626,0.13739999999999997,1.8370546432381518,7.6875097e-07,1.3194443e-06,0.0,0.25,-0.8783678,-0.84017086,1.0903821,-5.2228527,3.19528,0.0,0.0,0.0,0.0,0.0,0.0,False,NK cell vs cDC,NK cell,cDC,0.8620132672764684
MKS1,0.8624,0.13759999999999994,1.8353682135766212,2.5602845e-05,2.0182046e-05,0.0,0.25,0.2342576,0.2581091,1.3204583,-4.0306816,4.7572517,0.014785992,0.051282052,0.014007782101167316,0.05128205128205128,0.22940809,0.19755971,False,NK cell vs cDC,NK cell,cDC,0.8613815661005076
SAP30L,0.8622,0.13780000000000003,1.833683842762775,3.3109893e-05,1.8530167e-05,0.0,0.25,0.82590646,0.85999966,0.7237444,-1.8912573,3.4874325,0.020233463,0.071794875,0.020233463035019456,0.06666666666666667,0.2822811,0.28359205,False,NK cell vs cDC,NK cell,cDC,0.8607507824283929
AMER1,0.862,0.138,1.8320015246436507,4.8522525e-06,5.074403e-06,0.0,0.25,-0.3535003,-0.3088827,1.4301732,-5.6569576,4.4590797,0.0031128405,0.010256411,0.0031128404669260703,0.010256410256410256,0.037309665,0.036003128,False,NK cell vs cDC,NK cell,cDC,0.8601209135987634
