Geneid,DZQV_mDC_rep4,925L_mDC_rep2,9JD4_mDC_rep1,G4YW_mDC_rep3,DZQV_NK_rep4,925L_NK_rep2,9JD4_NK_rep1,G4YW_NK_rep3
LINC01703,0,0,0,0,0,0,0,0
ACBD3,231,200,357,327,55,226,220,298
ACBD3-AS1,11,0,0,0,5,1,1,2
MIXL1,0,0,0,0,0,0,0,0
LIN9,0,6,57,32,63,97,117,56
PARP1,2540,1871,2354,1942,2073,2581,2133,2612
AL359704.3,0,0,0,0,0,0,0,0
STUM,0,2,0,0,0,22,1,0
ITPKB,399,599,402,472,1089,1147,992,1587
ITPKB-IT1,13,9,15,14,18,7,9,24
ITPKB-AS1,10,3,4,1,7,13,7,8
AL359732.1,0,0,0,0,0,0,0,0
PSEN2,435,273,257,253,323,308,160,234
COQ8A,857,965,919,914,729,1013,991,812
CDC42BPA,9,29,44,57,0,8,0,0
AL353689.2,0,0,0,0,0,0,0,0
AL353689.3,0,0,0,0,0,0,0,0
AL451047.1,0,0,0,0,0,0,0,0
AL627308.3,0,0,0,0,0,1,0,0
LINC01641,0,0,0,1,0,0,0,0
AL451054.4,0,0,0,0,0,0,0,1
ZNF678,87,120,167,115,206,185,294,303
SNAP47,475,533,351,352,482,454,486,607
JMJD4,78,78,111,119,130,306,210,262
SNAP47-AS1,0,0,0,6,0,0,0,0
AL731702.1,13,0,5,0,0,0,0,0
PRSS38,0,0,0,0,0,0,1,0
WNT9A,0,0,0,0,0,0,0,0
WNT3A,0,0,0,0,0,0,0,0
LINC02809,6,36,8,6,0,16,2,2
ARF1,9983,8321,8735,8794,7562,7147,6873,9194
C1orf35,152,74,206,121,75,65,91,178
MRPL55,224,187,254,254,335,366,392,542
AL136379.1,0,0,0,0,1,0,0,0
GUK1,1163,891,1092,724,1238,1324,1337,2190
GJC2,1,0,0,0,0,0,0,0
IBA57-DT,6,13,3,0,0,0,13,0
IBA57,168,59,204,59,86,187,146,202
OBSCN-AS1,0,0,14,5,1,4,32,8
OBSCN,35,33,38,24,70,76,108,91
AL353593.1,18,51,26,27,0,60,61,27
AL353593.2,0,0,0,0,0,1,4,0
AL353593.3,0,0,0,0,0,6,0,0
AL670729.3,0,0,0,0,8,5,11,4
AL670729.2,0,0,0,0,0,0,0,1
TRIM11,679,517,731,350,362,951,625,1004
AL670729.1,0,0,0,0,0,0,0,0
AL139288.1,2,0,5,7,2,15,3,3
TRIM17,8,17,5,1,35,44,39,42
HIST3H3,0,0,0,1,0,0,0,0
HIST3H2A,42,40,25,35,36,39,32,48
HIST3H2BB,8,2,1,4,3,0,8,3
RNF187,52,100,194,91,49,162,149,152
RHOU,99,181,161,128,0,0,5,4
LINC02815,0,0,0,0,0,0,0,0
LINC02814,0,0,0,0,0,0,0,0
AL162595.2,0,0,0,0,0,0,0,0
TMEM78,0,0,0,0,0,0,0,0
AL162595.1,29,47,39,28,0,7,1,21
RAB4A,944,735,934,437,261,416,416,461
SPHAR,0,0,0,0,0,0,0,0
AL117350.1,0,16,4,9,2,15,0,6
CCSAP,384,599,513,457,178,437,244,285
ACTA1,1,1,5,3,0,1,0,1
NUP133,780,982,945,789,757,1252,858,1091
AL160004.1,0,0,0,0,0,0,0,0
AL121990.1,0,0,1,1,0,0,0,0
ABCB10,259,387,224,129,151,187,189,287
TAF5L,117,181,132,64,42,136,144,48
URB2,219,105,228,329,315,281,196,198
LINC01682,0,0,0,0,0,0,0,0
LINC01736,0,0,0,0,0,0,0,0
GALNT2,1064,836,1240,1060,873,1036,638,943
AL136988.2,7,0,4,10,5,3,5,4
AL136988.1,0,0,0,0,0,0,0,0
PGBD5,0,0,0,0,0,0,0,0
AL133516.1,0,0,0,0,0,0,0,0
LINC01737,0,0,0,0,0,0,0,0
COG2,720,581,814,720,796,990,751,812
AL158214.2,3,0,9,5,6,11,0,6
AGT,0,0,0,0,0,0,0,0
AL512328.1,0,0,0,0,0,0,0,0
CAPN9,0,0,0,0,0,0,0,0
AL118511.2,0,0,0,0,0,0,0,0
C1orf198,84,126,81,86,53,73,97,70
AL118511.1,0,0,0,0,0,0,0,1
AL118511.4,0,0,0,0,0,0,0,0
AL118511.3,0,0,0,0,0,0,0,2
TTC13,640,825,1003,781,906,1711,1646,1600
ARV1,178,135,137,173,163,120,199,245
FAM89A,9,9,1,0,0,15,15,7
TRIM67,0,0,0,0,0,0,1,0
AL109810.2,0,0,0,0,0,0,0,0
C1orf131,258,184,193,245,248,174,248,292
GNPAT,958,891,1053,1180,840,1200,852,1050
EXOC8,256,184,448,236,208,816,326,515
SPRTN,192,442,326,223,348,397,392,467
EGLN1,243,570,284,263,155,392,360,185
AL445524.1,18,25,36,84,0,0,3,3
TSNAX,1487,1301,886,1168,1381,1483,1223,1619
LINC00582,0,0,1,0,0,0,0,0
DISC1,540,384,827,828,1,75,53,71
AL136171.2,224,186,157,104,0,9,51,25
DISC1-IT1,15,39,36,25,0,0,6,0
AL353052.1,0,0,0,0,0,0,0,0
AL353052.2,0,0,0,0,0,0,0,0
SIPA1L2,198,210,162,116,0,19,2,0
LINC01745,0,0,0,0,0,0,0,0
LINC01744,0,0,0,0,0,0,0,0
MAP10,143,114,81,194,24,28,92,37
AL122003.2,0,0,0,0,0,0,0,0
NTPCR,255,215,213,96,109,152,127,194
PCNX2,434,459,350,413,35,389,250,235
MAP3K21,95,55,231,81,0,3,0,0
AL360006.1,0,0,0,0,0,0,0,0
KCNK1,0,0,0,0,0,0,0,0
AL357972.1,0,0,0,0,0,0,0,0
AL663058.2,0,0,0,0,0,0,0,0
AL713868.1,0,0,0,0,0,0,0,0
SLC35F3,5,0,5,3,0,0,0,0
AL122008.3,0,0,0,0,0,0,0,0
AL122008.1,0,4,0,0,0,0,0,0
AL122008.4,0,0,1,0,0,0,0,0
AL355472.2,0,0,1,2,0,0,0,3
AL355472.3,7,0,0,0,6,2,1,0
COA6-AS1,4,15,2,8,8,4,4,9
COA6,43,76,104,80,28,44,33,74
TARBP1,433,730,421,598,188,185,156,199
LINC01354,0,0,0,0,0,0,0,0
AL161640.2,0,0,0,0,0,0,0,0
AL161640.3,0,0,0,0,0,0,0,0
AL161640.1,0,0,0,0,0,0,0,0
IRF2BP2,1378,2156,1116,1030,330,498,396,645
AL160408.2,0,0,0,0,0,0,0,0
LINC00184,0,0,0,0,0,0,0,0
AL160408.5,0,0,0,0,0,0,0,0
AL160408.1,3,7,1,0,0,0,0,0
AL160408.4,0,0,0,0,0,0,0,0
AL160408.3,0,0,0,0,0,0,0,0
AL160408.6,0,0,0,1,0,0,0,0
LINC01132,0,0,0,4,0,0,0,0
AL360294.1,0,0,0,0,0,0,0,0
AL391832.4,0,0,0,0,0,0,0,0
AL391832.1,2,2,0,0,0,0,0,0
AL391832.2,69,39,6,21,0,0,0,0
AL391832.3,198,68,7,14,0,0,0,0
LINC01348,0,0,1,0,0,0,0,0
AL732292.2,0,3,6,2,3,2,3,9
TOMM20,1642,1396,1606,1340,877,1393,935,1184
RBM34,64,43,22,26,89,115,74,92
ARID4B,2170,1733,1894,1256,2783,2842,2907,3118
GGPS1,491,366,485,392,283,359,392,393
TBCE,317,280,348,291,171,259,275,329
AL357556.4,0,0,0,0,0,0,0,0
B3GALNT2,612,1012,827,564,130,260,167,231
GNG4,0,0,0,0,0,1,0,0
LYST,4644,5434,3991,4336,3220,4557,3783,2552
LYST-AS1,0,3,2,1,0,3,0,1
AL139161.1,1,1,1,0,0,0,0,0
LINC02768,0,0,0,0,0,0,0,0
NID1,182,34,175,279,6,0,12,0
AL122018.2,0,0,0,0,0,0,0,0
GPR137B,90,56,177,82,50,191,90,116
ERO1B,271,351,255,287,368,669,311,356
EDARADD,2,7,2,1,389,276,244,108
LGALS8,1690,1586,1895,1608,889,1528,1052,1134
LGALS8-AS1,2,13,4,0,2,0,2,4
AL359921.2,7,4,8,27,34,16,2,60
AL359921.1,17,5,14,15,8,19,13,3
HEATR1,499,638,730,472,388,729,753,649
ACTN2,0,0,0,0,0,0,0,0
MTR,702,624,822,660,978,1620,979,1219
MT1HL1,0,0,0,0,0,0,0,0
AL359259.1,0,0,0,0,0,0,0,0
RYR2,0,0,0,0,0,8,2,18
AL359924.1,1,2,0,0,1,0,0,0
ZP4,0,0,0,0,0,0,0,0
MTRNR2L11,0,0,1,0,0,0,0,0
AL356010.2,0,0,0,0,0,0,0,0
LINC01139,0,0,0,0,0,0,0,0
AL359551.1,0,0,0,0,0,0,0,0
AL583825.1,0,0,0,0,0,0,0,0
AC093426.2,0,0,0,0,0,0,0,0
AC093426.1,0,0,0,0,0,0,0,0
CHRM3,0,20,0,0,0,1,0,0
CHRM3-AS2,1,0,0,0,66,221,277,147
CHRM3-AS1,0,0,0,0,0,0,0,0
AL356361.2,0,0,0,0,0,0,0,0
AL356361.3,0,0,0,0,0,0,0,0
FMN2,0,0,0,0,0,0,0,0
AL359918.2,0,0,0,0,0,0,0,0
AL590490.1,0,0,0,0,0,0,0,0
GREM2,0,0,0,0,0,0,25,15
AL358176.1,0,0,0,0,0,0,3,1
AL358176.4,0,0,0,0,0,0,0,0
AL365184.2,0,0,0,0,0,0,0,0
AL365184.1,0,0,0,0,0,0,0,0
RGS7,0,0,0,0,0,0,0,1
AL359764.1,0,0,0,0,0,0,0,0
AL359764.2,0,0,0,0,0,0,0,0
AL359764.3,0,0,0,0,0,0,0,0
FH,972,988,912,787,198,318,210,324
KMO,416,149,215,337,1,7,0,11
OPN3,215,195,310,248,15,28,25,33
CHML,230,573,113,225,47,82,119,62
AL133390.1,0,0,0,0,0,0,0,0
WDR64,0,0,0,0,0,1,0,0
EXO1,1,33,30,0,52,2,18,14
BECN2,0,0,0,0,0,0,0,0
MAP1LC3C,0,0,0,0,0,0,0,0
PLD5,0,0,0,0,0,0,0,0
AL591686.2,0,0,0,0,0,0,0,0
AL591686.1,0,0,0,0,0,0,0,0
AL606534.3,0,0,0,0,0,0,0,0
CEP170,1262,1385,1340,1235,69,346,194,259
AL606534.1,1,4,6,1,0,0,0,0
AL606534.2,0,6,0,1,0,0,0,0
SDCCAG8,621,642,680,657,111,217,199,231
AKT3,75,402,154,106,239,767,625,595
AL591721.1,6,0,8,6,57,174,139,153
AL662889.1,0,2,0,2,7,9,4,7
AKT3-IT1,3,0,17,3,1,63,53,41
LINC02774,2,0,2,0,0,0,0,3
ZBTB18,70,122,62,35,22,9,7,13
AL590483.1,0,0,0,0,0,0,0,0
AL590483.4,0,0,0,0,0,0,0,0
AL590483.2,0,0,0,0,0,0,0,0
AL358177.1,0,0,0,0,0,0,0,0
C1orf100,0,0,2,0,0,0,0,3
AL645465.1,0,0,0,0,0,0,0,0
ADSS,1204,1337,1444,920,937,1507,1252,1113
CATSPERE,4,0,17,5,0,7,19,12
DESI2,329,407,827,269,285,498,332,488
AL451007.3,0,0,0,0,0,0,0,0
AL451007.2,0,0,0,0,0,0,0,0
BX323046.2,7,1,0,0,0,0,6,0
COX20,40,61,72,34,29,76,45,60
HNRNPU,5228,7710,7681,4700,3052,7433,4348,4493
BX323046.1,18,4,0,9,3,5,0,3
AL356512.1,11,25,16,17,0,3,2,10
EFCAB2,83,83,56,67,15,54,7,21
KIF26B,4,0,0,0,37,70,41,13
KIF26B-AS1,0,0,0,0,0,0,0,0
AC104462.2,0,0,0,0,0,0,0,0
AC104462.1,0,0,0,0,0,0,0,0
SMYD3,148,153,145,114,384,408,437,560
AC118555.1,0,7,3,2,0,2,2,3
AC092801.1,0,0,10,0,0,32,1,14
SMYD3-IT1,1,0,3,0,0,22,16,11
LINC01743,0,0,0,0,0,0,0,0
TFB2M,384,301,405,323,282,269,269,321
CNST,525,555,577,570,945,804,1133,1033
AL591623.1,6,0,0,0,6,0,0,5
AL591848.3,0,35,0,1,42,6,0,15
AL591848.2,0,0,0,0,0,0,0,2
SCCPDH,171,111,117,145,364,327,229,401
AL591848.4,0,0,0,0,0,0,0,1
LINC01341,8,0,0,0,0,14,0,2
AHCTF1,386,286,390,205,316,1047,608,415
ZNF695,0,0,1,7,0,0,0,9
ZNF670,25,90,87,64,19,55,24,74
ZNF669,123,60,95,18,197,146,146,160
AL627095.2,0,0,0,0,0,1,0,0
C1orf229,0,0,0,0,0,0,0,0
ZNF124,357,384,456,340,166,146,167,216
AL390728.6,471,478,449,560,906,696,851,802
AL390728.5,20,20,23,19,56,64,43,65
ZNF496,384,240,368,299,140,403,362,630
AC104335.1,5,12,0,0,0,0,0,4
AC104335.2,1,0,0,0,0,0,0,0
NLRP3,6262,2841,2739,2398,31,46,55,25
OR2B11,167,189,15,14,0,0,1,0
GCSAML,4,0,0,2,2,21,5,0
OR2C3,1,0,4,0,0,0,0,0
GCSAML-AS1,0,0,0,0,0,0,0,0
AL606804.1,0,0,0,0,0,0,0,0
OR2G2,0,0,0,0,0,0,0,0
OR2G3,0,0,0,0,0,0,0,0
AL390860.1,0,0,0,0,0,0,0,0
OR13G1,0,0,0,0,0,0,0,0
OR6F1,0,0,0,0,0,0,0,0
OR14A2,0,0,0,0,0,0,0,0
OR14K1,0,0,0,0,0,0,0,0
OR1C1,0,0,0,0,0,0,0,0
OR14A16,0,0,0,0,0,0,0,0
OR11L1,0,0,0,0,0,0,0,0
TRIM58,76,49,116,40,26,30,17,9
OR2W3,5,1,1,0,0,7,0,2
OR2T8,0,0,4,0,12,0,0,0
OR2AJ1,0,0,0,0,0,0,0,0
OR2L8,0,0,0,0,0,0,0,0
OR2AK2,0,9,0,0,0,0,0,0
OR2L5,0,0,0,0,0,0,0,5
OR2L2,0,0,0,0,16,0,0,0
OR2L3,0,0,0,0,0,0,0,0
OR2L13,0,0,0,0,0,0,0,7
OR2M5,0,0,0,0,0,0,0,0
OR2M2,0,0,0,0,0,2,0,0
OR2M3,0,0,0,0,0,0,0,0
OR2M4,0,0,0,0,0,0,0,0
OR2T33,0,0,0,0,1,0,0,0
OR2T12,0,0,0,0,0,0,0,0
OR2M7,0,0,0,0,0,0,0,0
OR14C36,0,0,0,0,0,0,0,0
OR2T4,0,0,0,0,0,0,0,0
OR2T6,0,0,0,0,0,0,0,0
OR2T1,0,0,0,0,0,0,0,0
OR2T2,0,0,0,0,0,0,0,0
OR2T3,0,0,0,0,0,0,0,0
AC138089.1,0,0,0,0,0,0,0,0
OR2T5,0,0,0,0,0,0,0,0
OR2G6,0,0,0,0,0,0,0,0
AC098483.1,0,0,0,0,0,0,0,0
OR2T29,0,0,0,0,0,0,0,0
OR2T34,0,0,0,0,0,0,0,0
OR2T10,0,0,0,0,0,0,0,0
OR2T11,0,0,0,0,0,0,0,0
OR2T35,0,0,0,0,0,0,0,0
OR2T27,0,0,0,0,0,0,0,0
OR14I1,0,0,0,0,0,0,2,0
LYPD8,1,0,0,0,0,0,0,0
SH3BP5L,104,86,209,117,55,93,69,132
ZNF672,1499,1579,1490,1645,597,724,526,847
ZNF692,473,325,506,503,923,845,756,1234
AL672291.1,0,0,0,7,0,1,0,3
PGBD2,210,191,361,408,303,420,430,447
FAM110C,0,0,0,0,0,1,8,14
AC079779.1,0,0,0,0,37,16,27,21
SH3YL1,183,228,224,224,301,379,386,444
ACP1,1215,1143,1167,1111,2079,1573,1784,2398
ALKAL2,2,5,0,2,14,29,5,8
AC079779.2,0,0,0,1,0,3,5,8
AC079779.3,0,0,0,0,0,1,0,0
AC079779.4,0,0,0,0,0,0,0,0
LINC01865,0,0,0,0,0,0,0,4
AC105393.2,0,0,0,0,0,0,0,0
AC105393.1,0,0,0,0,0,26,19,23
LINC01874,0,0,0,0,0,0,0,0
AC093326.2,0,0,0,0,0,0,0,0
LINC01875,0,0,0,0,0,0,0,0
AC093326.1,0,0,0,0,0,2,0,0
TMEM18,279,300,300,275,389,293,400,449
AC092159.2,0,0,0,0,0,3,0,0
AC092159.3,0,0,0,0,0,0,0,0
AC092159.1,0,0,0,0,0,3,0,0
AC116609.3,0,0,0,0,0,0,0,0
AC116609.2,0,0,0,0,0,0,0,0
AC116609.1,0,0,0,0,0,0,0,0
LINC01115,0,10,0,0,0,36,0,2
LINC01939,0,0,0,0,0,0,0,0
AC113607.1,0,0,0,0,0,0,0,0
SNTG2-AS1,0,0,0,0,0,0,0,0
SNTG2,0,0,0,0,0,0,0,0
AC114808.1,0,0,0,0,0,0,0,0
AC114808.2,0,0,0,0,0,0,0,0
AC108462.1,0,0,0,0,0,0,0,0
AC105450.1,0,0,0,0,0,0,0,0
TPO,0,0,0,0,0,0,0,0
AC141930.1,0,0,0,0,0,0,0,0
AC141930.2,0,0,0,0,0,0,0,0
AC144450.1,0,0,0,0,0,0,0,0
PXDN,0,0,0,0,0,32,0,14
MYT1L,0,0,0,0,0,6,0,0
AC093390.2,0,0,0,0,0,0,0,0
AC093390.1,0,0,0,0,0,0,0,0
MYT1L-AS1,0,0,0,0,0,0,0,0
AC018685.2,0,0,0,0,0,0,0,0
AC018685.3,6,0,0,8,0,0,0,0
AC011995.2,0,0,0,0,0,0,0,0
AC018685.1,0,0,0,0,0,0,0,0
AC011995.1,0,0,0,0,0,0,0,0
LINC01250,0,0,1,0,0,0,0,0
AC019118.2,1,0,0,0,0,0,0,0
AC019118.1,0,0,3,0,0,0,8,11
EIPR1,391,540,465,466,251,278,411,598
EIPR1-IT1,0,0,0,0,0,1,0,0
TRAPPC12,258,412,248,257,149,218,205,206
TRAPPC12-AS1,29,27,0,13,53,136,1,108
AC114810.1,8,0,2,3,0,0,0,0
ADI1,1514,1484,1627,1334,319,432,437,477
AC231981.1,0,0,5,0,2,3,2,5
AC108488.1,6,6,6,4,10,27,23,16
RNASEH1,478,674,607,562,755,619,556,725
RNASEH1-AS1,25,6,19,16,10,17,16,38
AC108488.3,0,0,0,0,1,18,7,1
RPS7,435,1425,782,761,274,566,411,628
COLEC11,0,0,0,0,0,0,11,0
AC010907.2,0,0,0,0,0,0,0,0
ALLC,0,0,0,0,0,2,0,0
AC010907.1,0,0,0,0,0,0,0,0
DCDC2C,0,0,0,0,0,0,0,0
LINC01304,0,0,0,0,0,0,0,0
AC012445.1,0,0,0,0,0,0,0,0
LINC01249,0,0,0,0,0,0,0,0
AC107057.1,0,0,0,0,0,0,0,0
LINC01248,0,0,0,0,0,0,0,0
AC108025.1,0,0,0,0,0,0,0,0
SOX11,0,1,0,1,0,0,0,0
AC010729.2,0,0,0,0,0,0,0,0
AC010729.1,0,0,0,0,0,0,0,0
LINC01810,0,0,0,0,0,0,0,0
SILC1,0,0,0,0,0,0,0,0
AC017053.1,0,0,0,0,0,0,0,0
LINC01247,0,0,0,0,0,0,0,0
LINC01824,0,0,0,0,0,0,0,0
MIR7515HG,0,0,0,0,0,0,0,0
AC097517.1,0,0,0,0,0,0,0,0
LINC00487,7,4,12,26,0,0,0,5
NRIR,30,83,86,64,1,9,5,25
CMPK2,2309,251,915,512,427,85,98,190
RSAD2,1770,51,498,412,1333,151,578,406
AC017076.1,0,0,0,0,4,0,4,0
RNF144A-AS1,0,0,0,5,0,0,37,11
RNF144A,47,80,49,98,191,264,207,579
AC068481.1,0,0,1,6,7,27,17,41
AC010904.2,0,0,0,0,0,0,3,1
AC013460.1,0,0,0,0,0,36,0,34
AC092580.4,0,0,0,0,0,0,0,0
AC092580.2,0,0,0,0,0,0,0,0
LINC01871,0,0,0,0,35,106,108,125
AC007463.1,0,0,0,0,0,0,0,0
LINC00298,11,0,10,9,151,153,142,117
AC007463.2,0,0,1,0,9,32,15,17
LINC00299,118,136,135,118,1377,1700,1432,1022
U91324.1,0,1,0,8,21,31,14,22
LINC01814,53,42,15,8,5,48,44,91
AC092617.1,0,0,0,0,0,0,0,1
AC011747.1,0,0,0,0,0,0,0,0
ID2-AS1,14,0,17,0,1,0,15,30
ID2,13379,11910,6371,6786,7318,2546,5655,7010
KIDINS220,1640,1652,1788,1633,2249,2972,2253,2084
MBOAT2,137,263,410,387,5,42,21,2
AC093904.2,0,0,0,0,0,0,0,0
AC093904.4,0,0,0,0,0,0,0,0
AC093904.3,0,0,0,0,0,0,0,0
AC093904.1,0,0,0,0,0,0,0,0
ASAP2,50,48,14,22,9,0,1,3
ITGB1BP1,742,600,507,442,627,610,623,627
CPSF3,1350,1432,1525,1065,818,752,638,703
IAH1,469,435,418,375,364,385,313,451
ADAM17,1141,725,898,759,734,797,819,849
AC080162.1,7,17,11,2,7,7,2,2
AC073195.1,6,1,0,0,0,0,0,0
YWHAQ,3825,3621,3763,3491,6419,6685,5502,5769
AC082651.1,0,0,0,0,0,1,0,0
AC082651.4,4,0,0,0,0,0,0,0
AC082651.3,3,0,1,6,0,0,0,0
TAF1B,479,571,505,345,486,421,414,388
AC010969.2,51,42,36,81,64,63,33,74
AC010969.3,0,0,0,0,0,1,2,1
GRHL1,13,0,43,12,7,18,4,23
AC010969.1,0,0,0,0,0,0,0,0
AC104794.4,0,0,0,0,0,0,0,0
AC104794.3,99,222,65,199,117,70,66,249
KLF11,455,563,1006,230,271,517,229,333
AC104794.5,0,0,0,0,0,0,0,0
CYS1,0,0,0,0,0,0,0,0
AC104794.2,0,0,0,0,0,0,0,0
RRM2,5,24,7,0,692,193,242,238
AC007240.3,1,6,0,0,0,0,0,8
HPCAL1,1340,701,1168,584,390,948,653,1025
ODC1,308,276,275,315,121,639,409,495
ODC1-DT,6,0,3,1,17,55,13,38
NOL10,427,459,568,461,273,627,346,462
AC007314.1,0,0,2,0,0,4,1,0
RN7SL832P,4,1,3,0,0,2,1,1
AC092687.2,0,0,0,0,0,0,0,0
ATP6V1C2,8,15,25,26,26,28,27,40
AC092687.3,5,0,5,1,9,12,4,17
PDIA6,2606,2471,2541,2232,2205,2513,2071,2518
LINC01954,0,1,0,0,0,0,0,0
AC092687.1,0,0,0,0,0,0,0,0
KCNF1,0,0,0,0,0,0,0,0
AC062028.1,0,0,0,1,0,0,0,0
C2orf50,0,0,8,0,0,1,0,0
SLC66A3,2069,2074,2416,3214,1024,1214,1193,1553
ROCK2,378,557,492,293,273,376,360,276
AC099344.1,0,0,0,0,0,0,0,0
AC099344.2,0,0,0,0,0,0,0,0
LINC00570,0,0,0,0,0,0,0,0
AC099344.3,0,0,7,0,0,0,0,0
E2F6,125,114,135,86,29,70,140,108
GREB1,0,0,0,0,0,0,14,12
NTSR2,0,0,0,0,0,0,0,0
AC106875.2,0,0,0,0,0,0,0,0
LPIN1,588,354,566,662,1478,1667,1777,2625
AC106875.1,0,0,5,0,0,0,0,0
AC012456.1,0,0,0,0,0,0,0,0
AC012456.2,0,0,0,0,0,0,0,3
MIR3681HG,5,0,0,6,13,0,26,14
AC096559.1,0,0,0,0,0,0,0,0
AC009486.2,0,0,0,0,0,4,0,1
AC009486.1,0,0,0,0,0,7,4,3
TRIB2,469,436,175,217,1873,1271,1256,2387
AC064875.1,0,0,0,0,0,0,0,0
AC093912.1,0,0,0,0,0,0,0,0
AC073062.1,0,0,0,0,0,0,0,0
LINC00276,0,0,0,0,0,0,0,0
AC016730.1,0,0,0,0,0,0,0,0
AC011897.1,0,0,0,0,0,0,0,0
LRATD1,0,0,0,0,0,0,0,0
AC068286.2,0,0,0,0,0,0,7,0
AC068286.1,0,0,0,1,0,0,0,1
NBAS,613,966,756,568,721,728,768,678
AC008278.2,0,0,0,0,0,0,0,0
DDX1,1569,1224,1568,1307,1247,1616,1456,1457
AC008278.1,0,0,0,0,0,0,0,0
LINC01804,0,0,0,0,0,0,0,2
AC113608.2,0,0,0,0,0,0,0,0
MYCNOS,0,0,0,0,0,0,0,0
MYCNUT,0,0,0,0,0,0,0,0
MYCN,0,0,0,0,0,0,0,0
AC010145.1,0,0,0,0,0,0,0,0
GACAT3,0,0,0,0,0,0,0,0
AC130710.1,0,0,0,0,0,0,0,0
AC010745.1,0,0,0,0,0,0,0,0
AC010745.2,0,0,0,0,0,0,0,0
AC010745.3,0,0,0,0,0,0,0,0
AC010745.5,0,0,0,0,0,0,0,0
AC010745.4,0,0,0,0,0,0,0,0
AC010880.1,0,0,0,0,0,0,0,0
AC104623.1,7,14,12,10,0,19,2,3
FAM49A,3065,3561,4175,2727,1475,1714,1004,1754
AC008164.1,0,0,0,0,0,0,0,0
LINC01866,0,0,0,0,0,0,0,0
RAD51AP2,0,0,0,0,0,0,0,0
VSNL1,0,0,0,0,0,1,0,0
SMC6,240,585,348,225,731,706,489,570
GEN1,14,79,18,99,80,252,47,101
MSGN1,0,0,0,0,0,0,0,0
KCNS3,13,0,0,0,0,0,0,0
AC079148.3,0,0,0,0,0,0,0,0
AC079148.2,0,0,0,0,0,0,0,0
AC079148.1,0,0,0,0,0,0,0,4
RDH14,164,69,293,104,127,159,139,147
NT5C1B,9,11,8,1,23,60,42,41
AC106053.1,0,0,0,0,0,2,0,0
AC130814.1,0,0,0,0,16,0,11,1
LINC01376,2,1,5,7,3,20,10,17
OSR1,0,0,0,0,0,0,0,0
AC010096.1,0,0,0,0,0,0,0,0
LINC01808,0,0,0,0,0,0,0,0
AC019055.1,0,0,0,0,0,0,0,0
LINC00954,123,113,271,262,362,394,338,488
TTC32,162,196,175,263,258,188,175,310
AC013400.1,3,11,4,2,3,4,6,2
WDR35,57,133,151,83,254,327,358,371
AC079145.1,0,0,0,0,0,0,0,0
MATN3,0,0,0,0,0,0,0,0
LAPTM4A,4230,3418,4168,2593,1182,811,1061,1303
LAPTM4A-DT,3,0,0,0,1,0,0,0
AC098828.2,0,0,0,0,0,0,0,0
SDC1,0,0,0,0,8,0,0,0
PUM2,1617,2159,1878,1438,1646,2266,2475,2646
RHOB,234,436,309,147,10,59,27,10
AC023137.1,0,0,0,0,0,0,0,0
AC012065.1,0,0,0,0,0,0,0,0
HS1BP3,803,761,798,623,611,837,632,743
AC012065.3,0,4,0,0,0,3,0,0
HS1BP3-IT1,0,0,0,0,0,0,0,0
GDF7,9,72,8,36,12,16,7,21
AC012065.4,0,0,0,0,0,0,0,0
LDAH,422,435,463,462,498,554,297,467
LINC02850,0,0,0,0,0,0,0,0
AC115619.1,0,0,0,0,0,0,0,0
APOB,0,0,0,0,0,0,0,0
AC010872.2,0,0,0,0,0,0,0,0
TDRD15,0,0,0,0,0,13,0,0
AC018742.1,0,0,0,0,0,7,3,6
AC011752.1,0,0,0,0,1,0,6,1
AC009411.2,0,0,0,0,0,0,0,11
AC009411.1,0,0,0,0,0,0,0,4
LINC01822,0,0,0,0,0,0,0,0
AC096570.1,0,0,0,0,0,4,0,0
AC096570.2,0,0,0,0,0,0,0,0
LINC01884,0,0,0,0,0,0,0,0
AC018467.1,0,0,0,0,0,0,0,0
AC012506.1,0,0,0,0,0,0,0,0
AC012506.3,0,0,0,0,0,0,0,0
AC012506.2,0,0,0,0,0,0,0,0
AC012506.4,0,0,0,0,0,0,0,0
KLHL29,19,50,35,7,2,55,27,44
AC011239.1,0,0,0,0,0,0,0,0
AC009242.1,4,1,7,2,1,0,2,14
ATAD2B,1617,1442,1586,937,687,1475,881,1273
UBXN2A,377,259,201,105,205,285,212,285
MFSD2B,4,17,21,5,0,5,7,13
WDCP,59,178,90,162,191,288,316,232
FKBP1B,17,31,14,13,0,9,3,7
SF3B6,207,321,224,217,193,173,174,215
FAM228B,250,188,330,246,218,350,427,438
TP53I3,233,233,252,237,13,18,10,23
PFN4,22,0,9,8,0,9,24,30
AC008073.2,0,0,3,0,0,0,0,0
FAM228A,11,7,1,3,1,1,25,2
AC008073.1,0,26,0,2,0,0,0,0
ITSN2,4163,4052,4105,3100,1999,3719,2713,3062
AC009228.1,39,25,81,75,38,151,96,95
AC093798.1,0,0,0,0,0,0,0,0
NCOA1,721,987,727,588,1521,1585,1128,1390
PTRHD1,116,216,150,156,74,31,64,68
CENPO,21,54,82,103,128,229,200,182
ADCY3,344,256,424,432,39,61,50,54
AC012073.1,8,0,11,6,7,29,20,4
DNAJC27,90,199,107,128,105,121,176,119
